Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,44517,South,Louisiana,New Orleans,Men's Street Footwear,28,219,6132,2882.04,0.47,Outlet
West Gear,1128299,2021-11-17 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,35,224,7840,3684.7999999999997,0.47,Outlet
West Gear,1128299,2021-11-17 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,30,158,4740,2180.3999999999996,0.45999999999999996,Outlet
West Gear,1128299,2021-11-17 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,40,155,6200,2852,0.45999999999999996,Outlet
West Gear,1128299,44517,South,Louisiana,New Orleans,Men's Apparel,1970-01-01 03:00:00.053000,147,7791,3661.7700000000004,0.47000000000000003,Outlet
West Gear,1128299,44517,South,Louisiana,New Orleans,Women's Apparel,64,1970-01-01 03:00:00.180000,11520,4723.2,0.41,Outlet
West Gear,1128299,44546,South,Louisiana,New Orleans,Men's Street Footwear,46,272,1970-01-01 03:00:12.512000,5755.5199999999995,0.45999999999999996,Outlet
West Gear,1128299,44546,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,12896,1970-01-01 03:00:05.674000,0.43999999999999995,Outlet
Foot Locker,1128299,44546,South,Louisiana,New Orleans,Women's Street Footwear,53,192,10176,4375.679999999999,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-12-16 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,53,192,10176,4782.719999999999,0.47,Outlet
Foot Locker,1128299,2021-12-16 00:00:00,South,Louisiana,New Orleans,Men's Apparel,55,168,9240,4435.2,0.48,Outlet
Foot Locker,1128299,2021-12-16 00:00:00,South,Louisiana,New Orleans,Women's Apparel,59,194,11446,4578.4,0.39999999999999997,Outlet
Foot Locker,1970-01-01 03:19:57.831000,2021-01-05 00:00:00,South,Louisiana,New Orleans,Men's Street Footwear,14,223,3122,1061.4799999999998,0.33999999999999997,Outlet
Foot Locker,1197831,2021-01-05 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,20,209,4180,1504.8,0.36,Outlet
Foot Locker,1197831,44201,South,Louisiana,New Orleans,Women's Street Footwear,21,162,3402,1258.74,0.37,Outlet
Foot Locker,1197831,2021-01-05 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,26,166,4316,1812.7200000000003,0.42000000000000004,Outlet
Foot Locker,1197831,2021-01-05 00:00:00,South,Louisiana,New Orleans,Men's Apparel,28,111,3108,870.2400000000001,0.28,Outlet
West Gear,1197831,2021-01-05 00:00:00,South,Louisiana,New Orleans,Women's Apparel,23,147,3381,1690.5,0.5,Outlet
Foot Locker,1197831,44231,South,Louisiana,New Orleans,Men's Street Footwear,1970-01-01 03:00:00.018000,200,3600,1152,0.32,Outlet
Foot Locker,1197831,44231,South,Louisiana,New Orleans,Men's Athletic Footwear,28,1970-01-01 03:00:00.180000,5040,1663.1999999999998,0.32999999999999996,Outlet
Foot Locker,1197831,44231,South,Louisiana,New Orleans,Women's Street Footwear,28,128,1970-01-01 03:00:03.584000,1254.3999999999999,0.35,Outlet
Foot Locker,1197831,44231,West,Idaho,Boise,Women's Athletic Footwear,27,116,3132,1970-01-01 03:00:01.315000,0.42000000000000004,Outlet
Foot Locker,1197831,44231,West,Idaho,Boise,Men's Apparel,31,88,2728,818.4,1970-01-01 03:00:00,Outlet
Foot Locker,1197831,2021-02-04 00:00:00,West,Idaho,Boise,Women's Apparel,26,135,3510,1825.2,0.52,Outlet
Foot Locker,1197831,2021-03-06 00:00:00,West,Idaho,Boise,Men's Street Footwear,21,200,4200,1554,0.37,Outlet
Foot Locker,1197831,2021-03-06 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,27,188,5076,1979.6399999999999,0.38999999999999996,Outlet
Foot Locker,1970-01-01 03:19:57.831000,2021-03-06 00:00:00,West,Idaho,Boise,Women's Street Footwear,20,135,2700,1026,0.38,Outlet
Foot Locker,1197831,2021-03-06 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,26,112,2912,1368.64,0.47000000000000003,Outlet
West Gear,1197831,44261,West,Idaho,Boise,Men's Apparel,32,88,2816,985.5999999999999,0.35,Outlet
West Gear,1197831,2021-03-06 00:00:00,West,Idaho,Boise,Women's Apparel,25,124,3100,1643,0.53,Outlet
West Gear,1197831,2021-04-05 00:00:00,West,Idaho,Boise,Men's Street Footwear,15,215,3225,1354.5,0.42,Outlet
West Gear,1197831,2021-04-05 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,21,215,4515,1760.85,0.38999999999999996,Outlet
West Gear,1197831,44291,West,Idaho,Boise,Women's Street Footwear,1970-01-01 03:00:00.019000,162,3078,1138.86,0.37,Outlet
West Gear,1197831,44291,West,Idaho,Boise,Women's Athletic Footwear,20,1970-01-01 03:00:00.116000,2320,1136.8,0.49,Outlet
West Gear,1197831,44291,West,Idaho,Boise,Men's Apparel,27,91,1970-01-01 03:00:02.457000,786.24,0.32,Outlet
West Gear,1197831,44291,West,Idaho,Boise,Women's Apparel,23,176,4048,1970-01-01 03:00:02.307000,0.5700000000000001,Outlet
West Gear,1197831,44321,West,Idaho,Boise,Men's Street Footwear,14,210,2940,1234.8,1970-01-01 03:00:00,Outlet
West Gear,1197831,2021-05-05 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,22,247,5434,2227.94,0.41,Outlet
West Gear,1197831,2021-05-05 00:00:00,West,Idaho,Boise,Women's Street Footwear,18,184,3312,1291.6799999999998,0.38999999999999996,Outlet
West Gear,1197831,2021-05-05 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,24,155,3720,1860,0.5,Outlet
West Gear,1970-01-01 03:19:57.831000,2021-05-05 00:00:00,West,Idaho,Boise,Men's Apparel,34,120,4080,1428,0.35,Outlet
West Gear,1197831,2021-05-05 00:00:00,West,Idaho,Boise,Women's Apparel,33,240,7920,4356,0.55,Outlet
West Gear,1197831,44351,West,Idaho,Boise,Men's Street Footwear,31,233,7223,2744.7400000000002,0.38,Outlet
West Gear,1197831,2021-06-04 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,3774.0499999999997,0.41,Outlet
West Gear,1197831,2021-06-04 00:00:00,West,Idaho,Boise,Women's Street Footwear,34,186,6324,2592.8399999999997,0.41,Outlet
West Gear,1197831,2021-06-04 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,3023.79,0.49,Outlet
West Gear,1197831,44351,West,Idaho,Boise,Men's Apparel,1970-01-01 03:00:00.043000,158,6794,2309.9599999999996,0.33999999999999997,Outlet
West Gear,1197831,44351,West,Idaho,Boise,Women's Apparel,39,1970-01-01 03:00:00.248000,9672,5319.6,0.55,Outlet
West Gear,1197831,44383,West,Idaho,Boise,Men's Street Footwear,35,264,1970-01-01 03:00:09.240000,4250.4,0.45999999999999996,Outlet
West Gear,1197831,44383,West,Idaho,Boise,Men's Athletic Footwear,40,271,10840,1970-01-01 03:00:04.661000,0.42999999999999994,Outlet
West Gear,1197831,44383,West,Idaho,Boise,Women's Street Footwear,34,278,9452,3969.8399999999997,1970-01-01 03:00:00,Outlet
West Gear,1197831,2021-07-06 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,38,158,6004,3182.1200000000003,0.53,Outlet
West Gear,1197831,2021-07-06 00:00:00,West,Idaho,Boise,Men's Apparel,43,173,7439,2975.6,0.39999999999999997,Outlet
Foot Locker,1197831,2021-07-06 00:00:00,West,Idaho,Boise,Women's Apparel,51,264,13464,7943.760000000001,0.5900000000000001,Outlet
Foot Locker,1970-01-01 03:19:57.831000,2021-08-08 00:00:00,West,Idaho,Boise,Men's Street Footwear,38,233,8854,3718.68,0.42,Outlet
Foot Locker,1197831,2021-08-08 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,37,255,9435,4057.0499999999993,0.42999999999999994,Outlet
Foot Locker,1197831,44416,West,Idaho,Boise,Women's Street Footwear,39,305,11895,5114.849999999999,0.42999999999999994,Outlet
Foot Locker,1197831,2021-08-08 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,33,162,5346,2940.3,0.55,Outlet
Sports Direct,1197831,2021-08-08 00:00:00,West,Idaho,Boise,Men's Apparel,39,166,6474,2719.08,0.42,Outlet
Sports Direct,1197831,2021-08-08 00:00:00,West,Idaho,Boise,Women's Apparel,44,239,10516,6414.760000000001,0.6100000000000001,Outlet
Sports Direct,1197831,44444,West,Idaho,Boise,Men's Street Footwear,1970-01-01 03:00:00.041000,230,9430,4337.799999999999,0.45999999999999996,Outlet
Sports Direct,1197831,44444,West,Idaho,Boise,Men's Athletic Footwear,38,1970-01-01 03:00:00.219000,8322,3578.4599999999996,0.42999999999999994,Outlet
Sports Direct,1197831,44444,West,Idaho,Boise,Women's Street Footwear,43,203,1970-01-01 03:00:08.729000,3928.0499999999997,0.44999999999999996,Outlet
Sports Direct,1197831,44444,West,Idaho,Boise,Women's Athletic Footwear,40,136,5440,1970-01-01 03:00:02.992000,0.55,Outlet
Sports Direct,1197831,44444,West,Idaho,Boise,Men's Apparel,42,140,5880,2410.7999999999997,1970-01-01 03:00:00,Outlet
Sports Direct,1197831,2021-09-05 00:00:00,West,Idaho,Boise,Women's Apparel,36,200,7200,4176.000000000001,0.5800000000000001,Outlet
Sports Direct,1197831,2021-10-04 00:00:00,West,Idaho,Boise,Men's Street Footwear,30,201,6030,2773.7999999999997,0.45999999999999996,Outlet
Sports Direct,1197831,2021-10-04 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,27,190,5130,2205.8999999999996,0.42999999999999994,Outlet
Sports Direct,1970-01-01 03:19:57.831000,2021-10-04 00:00:00,West,Idaho,Boise,Women's Street Footwear,31,179,5549,2330.58,0.42,Outlet
Sports Direct,1197831,2021-10-04 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,35,116,4060,2151.8,0.53,Outlet
Sports Direct,1197831,44473,West,Idaho,Boise,Men's Apparel,25,123,3075,1199.2499999999998,0.38999999999999996,Outlet
Sports Direct,1197831,2021-10-04 00:00:00,West,Idaho,Boise,Women's Apparel,34,179,6086,3590.7400000000007,0.5900000000000001,Outlet
Sports Direct,1197831,2021-11-05 00:00:00,West,Idaho,Boise,Men's Street Footwear,27,203,5481,2521.2599999999998,0.45999999999999996,Outlet
Sports Direct,1197831,2021-11-05 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,28,223,6244,2684.9199999999996,0.42999999999999994,Outlet
Sports Direct,1197831,44505,West,Idaho,Boise,Women's Street Footwear,1970-01-01 03:00:00.042000,210,8820,3704.3999999999996,0.42,Outlet
Sports Direct,1197831,44505,West,Idaho,Boise,Women's Athletic Footwear,43,1970-01-01 03:00:00.158000,6794,3532.88,0.52,Outlet
Sports Direct,1197831,44505,West,Idaho,Boise,Men's Apparel,41,149,1970-01-01 03:00:06.109000,2321.42,0.38,Outlet
Sports Direct,1197831,44505,West,Idaho,Boise,Women's Apparel,51,194,9894,1970-01-01 03:00:05.837000,0.5900000000000001,Outlet
Foot Locker,1197831,44534,West,Idaho,Boise,Men's Street Footwear,40,240,9600,4320,1970-01-01 03:00:00,Outlet
Foot Locker,1197831,2021-12-04 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,41,240,9840,4526.4,0.45999999999999996,Outlet
Foot Locker,1197831,2021-12-04 00:00:00,West,Idaho,Boise,Women's Street Footwear,47,223,10481,4611.639999999999,0.43999999999999995,Outlet
Foot Locker,1197831,2021-12-04 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,44,184,8096,4209.92,0.52,Outlet
Foot Locker,1970-01-01 03:19:57.831000,2021-12-04 00:00:00,West,Idaho,Boise,Men's Apparel,43,147,6321,2591.6099999999997,0.41,Outlet
Foot Locker,1197831,2021-12-04 00:00:00,West,Idaho,Boise,Women's Apparel,47,232,10904,6651.440000000001,0.6100000000000001,Outlet
Foot Locker,1128299,44219,West,Idaho,Boise,Men's Street Footwear,23,136,3128,1251.1999999999998,0.39999999999999997,Outlet
Foot Locker,1128299,2021-01-23 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,30,140,4200,1806.0000000000002,0.43000000000000005,Outlet
Foot Locker,1128299,2021-01-23 00:00:00,West,Idaho,Boise,Women's Street Footwear,31,145,4495,1753.0499999999997,0.38999999999999996,Outlet
Foot Locker,1128299,2021-01-23 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,30,88,2640,976.8,0.37,Outlet
Foot Locker,1128299,44219,West,Idaho,Boise,Men's Apparel,1970-01-01 03:00:00.035000,68,2380,809.1999999999999,0.33999999999999997,Outlet
Foot Locker,1128299,44219,West,Idaho,Boise,Women's Apparel,27,1970-01-01 03:00:00.140000,3780,1020.6,0.27,Outlet
Foot Locker,1128299,44250,West,Idaho,Boise,Men's Street Footwear,21,162,1970-01-01 03:00:03.402000,1258.74,0.37,Outlet
Foot Locker,1128299,44250,West,Idaho,Boise,Men's Athletic Footwear,28,128,3584,1970-01-01 03:00:01.541000,0.43000000000000005,Outlet
Foot Locker,1128299,44250,West,Idaho,Boise,Women's Street Footwear,28,124,3472,1458.24,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-02-23 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,26,68,1768,742.56,0.42,Outlet
Foot Locker,1128299,2021-02-23 00:00:00,West,Arizona,Phoenix,Men's Apparel,36,51,1836,679.3199999999999,0.37,Outlet
Foot Locker,1128299,2021-02-23 00:00:00,West,Arizona,Phoenix,Women's Apparel,31,116,3596,970.9200000000001,0.27,Outlet
Foot Locker,1970-01-01 03:18:48.299000,2021-03-22 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,29,160,4640,1855.9999999999998,0.39999999999999997,Outlet
Foot Locker,1128299,2021-03-22 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,38,116,4408,1939.52,0.44,Outlet
Foot Locker,1128299,44277,West,Arizona,Phoenix,Women's Street Footwear,37,119,4403,1805.2299999999998,0.41,Outlet
Foot Locker,1128299,2021-03-22 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,38,68,2584,956.08,0.37,Outlet
Foot Locker,1128299,2021-03-22 00:00:00,West,Arizona,Phoenix,Men's Apparel,41,39,1599,511.68,0.32,Outlet
Foot Locker,1128299,2021-03-22 00:00:00,West,Arizona,Phoenix,Women's Apparel,37,107,3959,1068.93,0.27,Outlet
Foot Locker,1128299,44309,West,Arizona,Phoenix,Men's Street Footwear,1970-01-01 03:00:00.040000,175,7000,2660,0.38,Outlet
Foot Locker,1128299,44309,West,Arizona,Phoenix,Men's Athletic Footwear,37,1970-01-01 03:00:00.090000,3330,1465.2,0.44,Outlet
Foot Locker,1128299,44309,West,Arizona,Phoenix,Women's Street Footwear,42,123,1970-01-01 03:00:05.166000,1911.42,0.37,Outlet
Foot Locker,1128299,44309,West,Arizona,Phoenix,Women's Athletic Footwear,40,78,3120,1970-01-01 03:00:01.248000,0.39999999999999997,Outlet
Foot Locker,1128299,44309,West,Arizona,Phoenix,Men's Apparel,43,47,2021,687.14,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-04-23 00:00:00,West,Arizona,Phoenix,Women's Apparel,49,111,5439,1631.7,0.3,Outlet
Foot Locker,1128299,2021-05-24 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,38,184,6992,2656.96,0.38,Outlet
Foot Locker,1128299,2021-05-24 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,36,116,4176,1753.92,0.42000000000000004,Outlet
Foot Locker,1970-01-01 03:18:48.299000,2021-05-24 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,41,132,5412,2056.56,0.38,Outlet
Foot Locker,1128299,2021-05-24 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,39,93,3627,1341.99,0.37,Outlet
Foot Locker,1128299,44340,West,Arizona,Phoenix,Men's Apparel,39,62,2418,797.9399999999999,0.32999999999999996,Outlet
Foot Locker,1128299,2021-05-24 00:00:00,West,Arizona,Phoenix,Women's Apparel,53,124,6572,1905.8799999999999,0.29,Outlet
Foot Locker,1128299,2021-06-23 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,37,194,7178,2799.4199999999996,0.38999999999999996,Outlet
Foot Locker,1128299,2021-06-23 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,36,143,5148,2162.1600000000003,0.42000000000000004,Outlet
Foot Locker,1128299,44370,West,Arizona,Phoenix,Women's Street Footwear,1970-01-01 03:00:00.041000,147,6027,2290.26,0.38,Outlet
Foot Locker,1128299,44370,West,Arizona,Phoenix,Women's Athletic Footwear,38,1970-01-01 03:00:00.105000,3990,1595.9999999999998,0.39999999999999997,Outlet
Foot Locker,1128299,44370,West,Arizona,Phoenix,Men's Apparel,43,72,1970-01-01 03:00:03.096000,1052.6399999999999,0.33999999999999997,Outlet
Foot Locker,1128299,44370,West,Arizona,Phoenix,Women's Apparel,46,158,7268,1970-01-01 03:00:02.253000,0.31,Outlet
Foot Locker,1128299,44399,West,Arizona,Phoenix,Men's Street Footwear,40,216,8640,3196.8,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-07-22 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,40,163,6520,2999.2000000000003,0.46,Outlet
Foot Locker,1128299,2021-07-22 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,39,157,6123,2387.97,0.38999999999999996,Outlet
Foot Locker,1128299,2021-07-22 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,36,113,4068,1545.84,0.38,Outlet
Foot Locker,1970-01-01 03:18:48.299000,2021-07-22 00:00:00,West,Arizona,Phoenix,Men's Apparel,40,145,5800,2146,0.37,Outlet
Foot Locker,1128299,2021-07-22 00:00:00,West,Arizona,Phoenix,Women's Apparel,46,145,6670,2001,0.3,Outlet
Foot Locker,1128299,44431,West,Arizona,Phoenix,Men's Street Footwear,41,194,7954,3181.6,0.39999999999999997,Outlet
Foot Locker,1128299,2021-08-23 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,46,190,8740,3670.8,0.42000000000000004,Outlet
Foot Locker,1128299,2021-08-23 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,37,153,5661,2321.0099999999998,0.41,Outlet
Foot Locker,1128299,2021-08-23 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,43,120,5160,2167.2,0.42,Outlet
Foot Locker,1128299,44431,West,Arizona,Phoenix,Men's Apparel,1970-01-01 03:00:00.045000,136,6120,2264.4,0.37,Outlet
Foot Locker,1128299,44431,West,Arizona,Phoenix,Women's Apparel,48,1970-01-01 03:00:00.131000,6288,1760.64,0.28,Outlet
Foot Locker,1128299,44463,West,Arizona,Phoenix,Men's Street Footwear,35,184,1970-01-01 03:00:06.440000,2704.7999999999997,0.42,Outlet
Foot Locker,1128299,44463,West,Arizona,Phoenix,Men's Athletic Footwear,34,201,6834,1970-01-01 03:00:03.211000,0.47000000000000003,Outlet
Foot Locker,1128299,44463,West,Arizona,Phoenix,Women's Street Footwear,34,145,4930,1824.1,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-09-24 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,33,124,4092,1514.04,0.37,Outlet
Foot Locker,1128299,2021-09-24 00:00:00,West,Arizona,Phoenix,Men's Apparel,41,128,5248,1731.8399999999997,0.32999999999999996,Outlet
Foot Locker,1128299,2021-09-24 00:00:00,West,Arizona,Phoenix,Women's Apparel,43,132,5676,1816.32,0.32,Outlet
Foot Locker,1970-01-01 03:18:48.299000,2021-10-23 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,36,170,6120,2570.4,0.42,Outlet
Foot Locker,1128299,2021-10-23 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,33,175,5775,2425.5000000000005,0.42000000000000004,Outlet
Foot Locker,1128299,44492,West,Arizona,Phoenix,Women's Street Footwear,31,111,3441,1273.17,0.37,Outlet
Foot Locker,1128299,2021-10-23 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,32,102,3264,1272.9599999999998,0.38999999999999996,Outlet
Foot Locker,1128299,2021-10-23 00:00:00,West,Arizona,Phoenix,Men's Apparel,44,88,3872,1432.6399999999999,0.37,Outlet
Foot Locker,1128299,2021-10-23 00:00:00,West,Arizona,Phoenix,Women's Apparel,47,107,5029,1458.4099999999999,0.29,Outlet
Foot Locker,1128299,44523,West,Arizona,Phoenix,Men's Street Footwear,1970-01-01 03:00:00.031000,150,4650,1767,0.38,Outlet
Foot Locker,1128299,44523,West,Arizona,Phoenix,Men's Athletic Footwear,38,1970-01-01 03:00:00.163000,6194,2911.1800000000003,0.47000000000000003,Outlet
Foot Locker,1128299,44523,West,Arizona,Phoenix,Women's Street Footwear,33,124,1970-01-01 03:00:04.092000,1595.8799999999999,0.38999999999999996,Outlet
Foot Locker,1128299,44523,West,Arizona,Phoenix,Women's Athletic Footwear,33,116,3828,1970-01-01 03:00:01.607000,0.42,Outlet
Foot Locker,1128299,44523,West,Arizona,Phoenix,Men's Apparel,44,99,4356,1568.1599999999999,1970-01-01 03:00:00,Outlet
Foot Locker,1128299,2021-11-23 00:00:00,West,Arizona,Phoenix,Women's Apparel,39,140,5460,1528.8000000000002,0.28,Outlet
Foot Locker,1128299,2021-12-22 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,35,194,6790,2716,0.39999999999999997,Outlet
Foot Locker,1128299,2021-12-22 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,33,213,7029,3233.34,0.46,Outlet
Kohl's,1970-01-01 03:18:48.299000,2021-12-22 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,35,136,4760,1951.6,0.41,Outlet
Kohl's,1128299,2021-12-22 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,32,128,4096,1679.36,0.41,Outlet
Kohl's,1128299,44552,West,Arizona,Phoenix,Men's Apparel,42,109,4578,1556.5199999999998,0.33999999999999997,Outlet
Kohl's,1128299,2021-12-22 00:00:00,West,Arizona,Phoenix,Women's Apparel,43,135,5805,1625.4,0.28,Outlet
Kohl's,1128299,2021-01-26 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,27,152,4104,1682.6399999999999,0.41,Outlet
Kohl's,1128299,2021-01-26 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,30,147,4410,2072.7000000000003,0.47000000000000003,Outlet
Kohl's,1128299,44222,West,Arizona,Phoenix,Women's Street Footwear,1970-01-01 03:00:00.032000,157,5024,1959.36,0.38999999999999996,Outlet
Kohl's,1128299,44222,West,Arizona,Phoenix,Women's Athletic Footwear,30,1970-01-01 03:00:00.101000,3030,1151.4,0.38,Outlet
Kohl's,1128299,44222,West,Arizona,Phoenix,Men's Apparel,33,94,1970-01-01 03:00:03.102000,1147.74,0.37,Outlet
Kohl's,1128299,44222,West,Arizona,Phoenix,Women's Apparel,36,166,5976,1970-01-01 03:00:01.613000,0.27,Outlet
Kohl's,1128299,44253,West,Arizona,Phoenix,Men's Street Footwear,27,173,4671,1868.3999999999999,1970-01-01 03:00:00,Outlet
Kohl's,1128299,2021-02-26 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,36,136,4896,2301.1200000000003,0.47000000000000003,Outlet
Kohl's,1128299,2021-02-26 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,35,132,4620,1847.9999999999998,0.39999999999999997,Outlet
Kohl's,1128299,2021-02-26 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,29,91,2639,976.43,0.37,Outlet
Kohl's,1970-01-01 03:18:48.299000,2021-02-26 00:00:00,West,New Mexico,Albuquerque,Men's Apparel,34,62,2108,674.5600000000001,0.32,Outlet
Kohl's,1128299,2021-02-26 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,35,140,4900,1372.0000000000002,0.28,Outlet
Kohl's,1128299,44280,West,New Mexico,Albuquerque,Men's Street Footwear,30,187,5610,2300.1,0.41,Outlet
Kohl's,1128299,2021-03-25 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,36,136,4896,2203.2000000000003,0.45,Outlet
Kohl's,1128299,2021-03-25 00:00:00,West,New Mexico,Albuquerque,Women's Street Footwear,44,124,5456,2073.28,0.38,Outlet
Kohl's,1128299,2021-03-25 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,88,3256,1269.84,0.38999999999999996,Outlet
Kohl's,1128299,44280,West,New Mexico,Albuquerque,Men's Apparel,1970-01-01 03:00:00.041000,53,2173,695.36,0.32,Outlet
Kohl's,1128299,44280,West,New Mexico,Albuquerque,Women's Apparel,44,1970-01-01 03:00:00.131000,5764,1786.84,0.31,Outlet
Kohl's,1128299,44312,West,New Mexico,Albuquerque,Men's Street Footwear,41,165,1970-01-01 03:00:06.765000,2841.2999999999997,0.42,Outlet
Kohl's,1128299,44312,West,New Mexico,Albuquerque,Men's Athletic Footwear,43,109,4687,1970-01-01 03:00:02.156000,0.46,Outlet
Kohl's,1128299,44312,West,New Mexico,Albuquerque,Women's Street Footwear,44,140,6160,2587.2,1970-01-01 03:00:00,Outlet
Kohl's,1128299,2021-04-26 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,96,3552,1385.2799999999997,0.38999999999999996,Outlet
Kohl's,1128299,2021-04-26 00:00:00,West,New Mexico,Albuquerque,Men's Apparel,46,60,2760,965.9999999999999,0.35,Outlet
Kohl's,1128299,2021-04-26 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,56,116,6496,1818.88,0.28,Outlet
Kohl's,1970-01-01 03:18:48.299000,2021-05-27 00:00:00,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,7912,3243.9199999999996,0.41,Outlet
Kohl's,1128299,2021-05-27 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,6256,2627.5200000000004,0.42000000000000004,Outlet
Kohl's,1128299,44343,West,New Mexico,Albuquerque,Women's Street Footwear,46,135,6210,2546.1,0.41,Outlet
Kohl's,1128299,2021-05-27 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,4687,1921.6699999999998,0.41,Outlet
Kohl's,1128299,2021-05-27 00:00:00,West,New Mexico,Albuquerque,Men's Apparel,45,78,3510,1228.5,0.35,Outlet
Kohl's,1128299,2021-05-27 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,56,132,7392,2143.68,0.29,Outlet
Kohl's,1128299,44373,West,New Mexico,Albuquerque,Men's Street Footwear,1970-01-01 03:00:00.037000,224,8288,3232.3199999999997,0.38999999999999996,Outlet
Kohl's,1128299,44373,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,1970-01-01 03:00:00.187000,8789,3779.2700000000004,0.43000000000000005,Outlet
Kohl's,1128299,44373,West,New Mexico,Albuquerque,Women's Street Footwear,41,193,1970-01-01 03:00:07.913000,3165.2,0.39999999999999997,Outlet
Kohl's,1128299,44373,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,128,4736,1970-01-01 03:00:01.894000,0.39999999999999997,Outlet
Kohl's,1128299,44373,West,New Mexico,Albuquerque,Men's Apparel,44,93,4092,1432.1999999999998,1970-01-01 03:00:00,Outlet
Kohl's,1128299,2021-06-26 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,50,192,9600,2688.0000000000005,0.28,Outlet
Kohl's,1128299,2021-07-25 00:00:00,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,10168,3965.5199999999995,0.38999999999999996,Outlet
Kohl's,1128299,2021-07-25 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,45,210,9450,4063.5000000000005,0.43000000000000005,Outlet
